id,title,tags,level
17256,달달함이 넘쳐흘러,"['arithmetic', 'implementation', 'math']",1
17388,와글와글 숭고한,['implementation'],2
17478,재귀함수가 뭔가요?,"['implementation', 'recursion']",6
18108,1998년생인 내가 태국에서는 2541년생?!,"['arithmetic', 'math']",1
18110,solved.ac,"['implementation', 'math', 'sorting']",7
18111,마인크래프트,"['bruteforcing', 'implementation']",9
18115,카드 놓기,"['data_structures', 'deque']",8
18258,큐 2,"['data_structures', 'queue']",7
18870,좌표 압축,"['coordinate_compression', 'sorting']",9
19532,수학은 비대면강의입니다,"['bruteforcing', 'math']",4
20492,세금,"['arithmetic', 'math']",1
20920,영단어 암기는 괴로워,"['data_structures', 'hash_set', 'sorting', 'string', 'tree_set']",8
23825,SASA 모형을 만들어보자,"['arithmetic', 'math']",2
24060,알고리즘 수업 - 병합 정렬 1,"['implementation', 'recursion', 'sorting']",8
24262,알고리즘 수업 - 알고리즘의 수행 시간 1,"['implementation', 'simulation']",1
24263,알고리즘 수업 - 알고리즘의 수행 시간 2,"['implementation', 'simulation']",2
24264,알고리즘 수업 - 알고리즘의 수행 시간 3,"['arithmetic', 'implementation', 'math', 'simulation']",3
24265,알고리즘 수업 - 알고리즘의 수행 시간 4,"['arithmetic', 'implementation', 'math', 'simulation']",3
24266,알고리즘 수업 - 알고리즘의 수행 시간 5,"['implementation', 'math', 'simulation']",3
24267,알고리즘 수업 - 알고리즘의 수행 시간 6,"['implementation', 'math', 'simulation']",4
24313,알고리즘 수업 - 점근적 표기 1,['math'],6
24416,알고리즘 수업 - 피보나치 수 1,"['dp', 'math']",5
24444,알고리즘 수업 - 너비 우선 탐색 1,"['bfs', 'graphs', 'graph_traversal', 'sorting']",9
24445,알고리즘 수업 - 너비 우선 탐색 2,"['bfs', 'graphs', 'graph_traversal', 'sorting']",9
24479,알고리즘 수업 - 깊이 우선 탐색 1,"['dfs', 'graphs', 'graph_traversal', 'sorting']",9
24480,알고리즘 수업 - 깊이 우선 탐색 2,"['dfs', 'graphs', 'graph_traversal', 'sorting']",9
24511,queuestack,"['data_structures', 'deque', 'queue', 'stack']",8
24723,녹색거탑,"['arithmetic', 'math']",2
24900,한별 찍기,['implementation'],1
25083,새싹,['implementation'],1
25192,인사성 밝은 곰곰이,"['data_structures', 'hash_set', 'tree_set']",7
25206,너의 평점은,"['implementation', 'math', 'string']",6
25304,영수증,"['arithmetic', 'implementation', 'math']",2
25305,커트라인,"['implementation', 'sorting']",4
25314,코딩은 체육과목 입니다,['implementation'],1
25501,재귀의 귀재,"['implementation', 'recursion', 'string']",4
26069,붙임성 좋은 총총이,"['data_structures', 'hash_set', 'tree_set']",7
27294,몇개고?,"['implementation', 'math']",1
27323,직사각형,"['arithmetic', 'geometry', 'math']",1
27433,팩토리얼 2,"['arithmetic', 'math']",1
27866,문자와 문자열,"['implementation', 'string']",1
27903,인생,[],0
27972,악보는 거들 뿐,['greedy'],10
28278,스택 2,"['data_structures', 'stack']",7
28279,덱 2,"['data_structures', 'deque']",7
28352,10!,"['arithmetic', 'implementation', 'math']",2
28353,고양이 카페,"['greedy', 'sorting', 'two_pointer']",8
28431,양말 짝 맞추기,['implementation'],2
28432,끝말잇기,"['implementation', 'string']",6
28453,Previous Level,"['case_work', 'implementation']",2
28454,Gift Expire Date,"['implementation', 'string']",3
28455,Union Maplestory,"['implementation', 'sorting']",4
28701,세제곱의 합,"['arithmetic', 'implementation', 'math']",1
28702,FizzBuzz,"['math', 'string']",5
29715,비밀번호 찾기,"['combinatorics', 'math']",8
29718,줄줄이 박수,"['prefix_sum', 'sliding_window']",8
29719,브실이의 불침번 근무,"['combinatorics', 'math']",7
29720,그래서 님 푼 문제 수가?,['math'],3
29721,변형 체스 놀이 : 다바바(Dabbaba),"['data_structures', 'hash_set', 'implementation']",7
29722,브실혜성,"['implementation', 'math']",3
29724,🍎📦 '사과상자'에 들어있는 것은 무엇? 현금?,"['arithmetic', 'math']",5
29729,가변 배열,"['implementation', 'simulation']",3
29730,임스의 데일리 인증 스터디,"['parsing', 'sorting', 'string']",8
29731,2033년 밈 투표,"['implementation', 'string']",1
29736,브실이와 친구가 되고 싶어 🤸‍♀️,"['arithmetic', 'implementation', 'math']",2
29738,"Goodbye, Code Jam",['implementation'],2
29751,삼각형,"['arithmetic', 'geometry', 'math']",1
29752,최장 스트릭,['implementation'],3
30033,Rust Study,['implementation'],2
30502,미역은 식물 아닌데요,['implementation'],5
30987,하루 피부과,"['calculus', 'math']",6
30991,ESC,"['calculus', 'dp', 'math']",10
30993,자동차 주차,"['combinatorics', 'math']",6
31432,소수가 아닌 수 3,"['ad_hoc', 'math', 'number_theory']",5
31798,단원평가,"['arithmetic', 'math']",3
31831,과민성 대장 증후군,['implementation'],3
31832,팀명 정하기 2,"['implementation', 'string']",4
31833,온데간데없을뿐더러,"['arithmetic', 'math', 'string']",3
